Td 	 Time	ELECTRICITY	GASOLINE	DIESEL	BIOETHANOL	BIODIESEL	LFO	GAS	GAS_RE	WOOD	WET_BIOMASS	COAL	URANIUM	WASTE	H2	H2_RE	AMMONIA	METHANOL	AMMONIA_RE	METHANOL_RE	ELEC_EXPORT	CO2_EMISSIONS	RES_WIND	RES_SOLAR	RES_HYDRO	RES_GEO	CO2_ATM	CO2_INDUSTRY	CO2_CAPTURED	PT_HEAT	ST_HEAT	NUCLEAR	CCGT	CCGT_AMMONIA	COAL_US	COAL_IGCC	PV_ROOFTOP	PV_UTILITY	PT_POWER_BLOCK	ST_POWER_BLOCK	WIND_ONSHORE	WIND_OFFSHORE	HYDRO_DAM	HYDRO_RIVER	TIDAL	WAVE	GEOTHERMAL	IND_COGEN_GAS	IND_COGEN_WOOD	IND_COGEN_WASTE	IND_BOILER_GAS	IND_BOILER_WOOD	IND_BOILER_OIL	IND_BOILER_COAL	IND_BOILER_WASTE	IND_DIRECT_ELEC	DHN_HP_ELEC	DHN_COGEN_GAS	DHN_COGEN_WOOD	DHN_COGEN_WASTE	DHN_COGEN_WET_BIOMASS	DHN_COGEN_BIO_HYDROLYSIS	DHN_BOILER_GAS	DHN_BOILER_WOOD	DHN_BOILER_OIL	DHN_DEEP_GEO	DHN_SOLAR	DEC_HP_ELEC	DEC_THHP_GAS	DEC_COGEN_GAS	DEC_COGEN_OIL	DEC_ADVCOGEN_GAS	DEC_ADVCOGEN_H2	DEC_BOILER_GAS	DEC_BOILER_WOOD	COAL_STOVE	DEC_BOILER_OIL	DEC_SOLAR	DEC_DIRECT_ELEC	DEC_THHP_GAS_COLD	DEC_ELEC_COLD	IND_ELEC_COLD	TRAMWAY_TROLLEY	BUS_COACH_DIESEL	BUS_COACH_GASOLINE	BUS_COACH_HYDIESEL	BUS_COACH_CNG_STOICH	BUS_COACH_FC_HYBRIDH2	TRAIN_PUB	MOTORCYCLE	CAR_GASOLINE	CAR_DIESEL	CAR_NG	CAR_METHANOL	CAR_HEV	CAR_PHEV	MOTORCYCLE_ELECTRIC	CAR_BEV	CAR_FUEL_CELL	TRAIN_FREIGHT	BOAT_FREIGHT_DIESEL	BOAT_FREIGHT_NG	BOAT_FREIGHT_METHANOL	TRUCK_DIESEL	TRUCK_GASOLINE	TRUCK_METHANOL	TRUCK_FUEL_CELL	TRUCK_ELEC	TRUCK_NG	HABER_BOSCH	OIL_TO_HVC	GAS_TO_HVC	BIOMASS_TO_HVC	METHANOL_TO_HVC	METHANE_TO_METHANOL	BIOMASS_TO_METHANOL	EFFICIENCY	DHN	GRID	HVAC_LINE	PT_COLLECTOR	ST_COLLECTOR	H2_ELECTROLYSIS	SMR	H2_BIOMASS	GASIFICATION_SNG	SYN_METHANATION	BIOMETHANATION	BIO_HYDROLYSIS	PYROLYSIS_TO_LFO	PYROLYSIS_TO_FUELS	ATM_CCS	INDUSTRY_CCS	SYN_METHANOLATION	AMMONIA_TO_H2	DAM_STORAGE_Pin	DAM_STORAGE_Pout	PHS_Pin	PHS_Pout	BATT_LI_Pin	BATT_LI_Pout	BEV_BATT_Pin	BEV_BATT_Pout	PHEV_BATT_Pin	PHEV_BATT_Pout	TS_DEC_DIRECT_ELEC_Pin	TS_DEC_DIRECT_ELEC_Pout	TS_DEC_HP_ELEC_Pin	TS_DEC_HP_ELEC_Pout	TS_DEC_THHP_GAS_Pin	TS_DEC_THHP_GAS_Pout	TS_DEC_COGEN_GAS_Pin	TS_DEC_COGEN_GAS_Pout	TS_DEC_COGEN_OIL_Pin	TS_DEC_COGEN_OIL_Pout	TS_DEC_ADVCOGEN_GAS_Pin	TS_DEC_ADVCOGEN_GAS_Pout	TS_DEC_ADVCOGEN_H2_Pin	TS_DEC_ADVCOGEN_H2_Pout	TS_DEC_BOILER_GAS_Pin	TS_DEC_BOILER_GAS_Pout	TS_DEC_BOILER_WOOD_Pin	TS_DEC_BOILER_WOOD_Pout	TS_COAL_STOVE_Pin	TS_COAL_STOVE_Pout	TS_DEC_BOILER_OIL_Pin	TS_DEC_BOILER_OIL_Pout	TS_DHN_DAILY_Pin	TS_DHN_DAILY_Pout	TS_DHN_SEASONAL_Pin	TS_DHN_SEASONAL_Pout	TS_HIGH_TEMP_Pin	TS_HIGH_TEMP_Pout	GAS_STORAGE_Pin	GAS_STORAGE_Pout	H2_STORAGE_Pin	H2_STORAGE_Pout	DIESEL_STORAGE_Pin	DIESEL_STORAGE_Pout	GASOLINE_STORAGE_Pin	GASOLINE_STORAGE_Pout	LFO_STORAGE_Pin	LFO_STORAGE_Pout	AMMONIA_STORAGE_Pin	AMMONIA_STORAGE_Pout	METHANOL_STORAGE_Pin	METHANOL_STORAGE_Pout	CO2_STORAGE_Pin	CO2_STORAGE_Pout	PT_STORAGE_Pin	PT_STORAGE_Pout	ST_STORAGE_Pin	ST_STORAGE_Pout	TS_COLD_Pin	TS_COLD_Pout	CAES_Pin	CAES_Pout	END_USE	
 6 	 7																																															0.400000			0.395803			2.270415		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 6 	 8																																															0.400000			0.395803			2.270416		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 6 	 9																																															0.400000			0.395803			2.270416		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 6 	 10																																															0.400000			0.395803			2.270416		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 6 	 11																																															0.400000			0.395803			2.270416		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 6 	 12																																															0.400000			0.395803			2.270416		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 6 	 13																																															0.400000			0.395803			2.270416		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 6 	 14																																															0.400000			0.395802			2.270417		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 6 	 15																																															0.399999			0.395801			2.270418		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 6 	 16																																															0.399999			0.395799			2.270421		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 6 	 17																																															0.399999			0.395796			2.270424		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 6 	 18																																															0.399999			0.395795			2.270425		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 6 	 19																																															0.399999			0.395778			2.270441		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 6 	 20																																															0.399997			0.000010			2.666211		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 6 	 21																																															0.323477			0.000004			2.742738		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 6 	 22																																															0.248503			0.000004			2.817712		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 6 	 23																																															0.257180			0.000004			2.809034		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000008																									-3.022135	
 6 	 24																																															0.270523			0.000004			2.795690		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000008																									-3.022135	
 7 	 1																																															0.400000			0.395804			2.270415		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 7 	 2																																															0.400000			0.395804			2.270415		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 7 	 3																																															0.400000			0.395804			2.270415		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 7 	 4																																															0.400000			0.395803			2.270415		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 7 	 5																																															0.400000			0.395804			2.270415		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 7 	 6																																															0.400000			0.395804			2.270414		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 7 	 7																																															0.400000			0.395804			2.270415		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 7 	 8																																															0.400000			0.395803			2.270415		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 7 	 9																																															0.400000			0.395804			2.270415		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 7 	 10																																															0.400000			0.395804			2.270415		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 7 	 11																																															0.400000			0.395802			2.270416		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 7 	 12																																															0.400000			0.395804			2.270415		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 7 	 13																																															0.400000			0.395803			2.270415		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 7 	 14																																															0.400000			0.395804			2.270415		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 7 	 15																																															0.400000			0.395803			2.270416		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 7 	 16																																															0.400000			0.395802			2.270417		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 7 	 17																																															0.400000			0.395802			2.270417		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 7 	 18																																															0.400000			0.395803			2.270416		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 7 	 19																																															0.400000			0.395802			2.270417		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 7 	 20																																															0.400000			0.395797			2.270422		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 7 	 21																																															0.399999			0.000004			2.666215		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 7 	 22																																															0.350002			0.000001			2.716216		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 7 	 23																																															0.240830			0.000001			2.825388		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 7 	 24																																															0.274214			0.000001			2.792004		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 8 	 1																																															0.400000			0.395803			2.270415		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 8 	 2																																															0.400000			0.395803			2.270415		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 8 	 3																																															0.400000			0.395803			2.270415		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 8 	 4																																															0.400000			0.395802			2.270416		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 8 	 5																																															0.400000			0.395804			2.270414		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 8 	 6																																															0.400000			0.395803			2.270415		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 8 	 7																																															0.400000			0.395804			2.270415		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 8 	 8																																															0.400000			0.395802			2.270416		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 8 	 9																																															0.400000			0.395804			2.270414		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 8 	 10																																															0.400000			0.395804			2.270415		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 8 	 11																																															0.400000			0.395803			2.270416		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 8 	 12																																															0.400000			0.395804			2.270415		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 8 	 13																																															0.400000			0.395804			2.270415		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 8 	 14																																															0.400000			0.395804			2.270415		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 8 	 15																																															0.400000			0.395802			2.270416		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 8 	 16																																															0.400000			0.395803			2.270416		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 8 	 17																																															0.400000			0.395802			2.270417		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 8 	 18																																															0.400000			0.395803			2.270416		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 8 	 19																																															0.400000			0.395803			2.270416		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 8 	 20																																															0.400000			0.395799			2.270420		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 8 	 21																																															0.400000			0.000004			2.666215		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 8 	 22																																															0.358222			0.000001			2.707996		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 8 	 23																																															0.313276			0.000001			2.752942		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 8 	 24																																															0.329917			0.000001			2.736301		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 9 	 1																																															0.400000			0.395800			2.270416		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000006	0.000009																									-3.022135	
 9 	 2																																															0.400000			0.000001			2.666216		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000008																									-3.022135	
 9 	 3																																															0.245306			0.000000			2.820912		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 9 	 4																																															0.283845			0.000000			2.782373		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 9 	 5																																															0.236607			0.000000			2.829611		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 9 	 6																																															0.166872			0.000000			2.899360		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000016	0.000002																									-3.022135	
 9 	 7																																															0.009515			0.156683			2.900000		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000000	0.000021																									-3.022135	
 9 	 8																																															0.400000			0.217022			2.449200		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000009	0.000006																									-3.022135	
 9 	 9																																															0.400000			0.282192			2.384028		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000008	0.000007																									-3.022135	
 9 	 10																																															0.400000			0.184433			2.481786		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000008	0.000007																									-3.022135	
 9 	 11																																															0.400000			0.003506			2.662713		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 9 	 12																																															0.399999			0.000001			2.666219		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 9 	 13																																															0.400000			0.054094			2.612125		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 9 	 14																																															0.400000			0.000001			2.666218		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 9 	 15																																															0.387676			0.000000			2.678543		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 9 	 16																																															0.380877			0.000000			2.685341		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 9 	 17																																															0.381006			0.000000			2.685212		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 9 	 18																																															0.400000			0.184433			2.481786		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 9 	 19																																															0.400000			0.395797			2.270422		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 9 	 20																																															0.400000			0.000003			2.666216		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 9 	 21																																															0.374009			0.000000			2.692210		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 9 	 22																																															0.228018			0.000000			2.838200		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 9 	 23																																															0.259261			0.000000			2.806958		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000008	0.000007																									-3.022135	
 9 	 24																																															0.292052			0.000000			2.774169		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000009	0.000006																									-3.022135	
 10 	 1																																															0.400000			0.395803			2.270416		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000008	0.000007																									-3.022135	
 10 	 2																																															0.400000			0.395803			2.270417		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 10 	 3																																															0.400000			0.395802			2.270417		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 10 	 4																																															0.399999			0.395800			2.270419		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 10 	 5																																															0.399999			0.395798			2.270422		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 10 	 6																																															0.399998			0.000006			2.666214		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 10 	 7																																															0.295792			0.000002			2.770425		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 10 	 8																																															0.399999			0.217018			2.449201		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 10 	 9																																															0.399999			0.282191			2.384029		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 10 	 10																																															0.399999			0.184432			2.481787		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 10 	 11																																															0.399999			0.003511			2.662708		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 10 	 12																																															0.399998			0.000003			2.666218		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 10 	 13																																															0.399999			0.054083			2.612136		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 10 	 14																																															0.399999			0.000005			2.666215		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 10 	 15																																															0.391129			0.000002			2.675087		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 10 	 16																																															0.375494			0.000002			2.690723		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 10 	 17																																															0.375540			0.000002			2.690676		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 10 	 18																																															0.399999			0.000005			2.666215		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 10 	 19																																															0.332697			0.000002			2.733519		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 10 	 20																																															0.168515			0.000002			2.897703		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000008	0.000007																									-3.022135	
 10 	 21																																															0.188869			0.000002			2.877347		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000008																									-3.022135	
 10 	 22																																															0.213029			0.000002			2.853187		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 10 	 23																																															0.229123			0.000002			2.837093		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 10 	 24																																															0.252054			0.000002			2.814162		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000008																									-3.022135	
 11 	 1																																															0.291802			0.000001			2.774416		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 11 	 2																																															0.296805			0.000001			2.769413		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 11 	 3																																															0.298496			0.000001			2.767723		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000008	0.000007																									-3.022135	
 11 	 4																																															0.270556			0.000001			2.795664		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000009	0.000006																									-3.022135	
 11 	 5																																															0.232013			0.000001			2.834208		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000009	0.000005																									-3.022135	
 11 	 6																																															0.167322			0.000001			2.898911		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000017	0.000002																									-3.022135	
 11 	 7																																															0.000000			0.166196			2.900000		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000000	0.000022																									-3.022135	
 11 	 8																																															0.135971			0.030230			2.899999		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000001	0.000019																									-3.022135	
 11 	 9																																															0.400000			0.282192			2.384035		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000012	0.000004																									-3.022135	
 11 	 10																																															0.400000			0.184434			2.481789		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000010	0.000005																									-3.022135	
 11 	 11																																															0.400000			0.003510			2.662711		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000009	0.000006																									-3.022135	
 11 	 12																																															0.399999			0.000001			2.666221		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000009	0.000006																									-3.022135	
 11 	 13																																															0.400000			0.054093			2.612130		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000009	0.000005																									-3.022135	
 11 	 14																																															0.399999			0.000002			2.666224		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000011	0.000004																									-3.022135	
 11 	 15																																															0.362485			0.000001			2.703744		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000014	0.000002																									-3.022135	
 11 	 16																																															0.166209			0.000002			2.899996		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000002	0.000014																									-3.022135	
 11 	 17																																															0.000004			0.166195			2.900000		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000000	0.000021																									-3.022135	
 11 	 18																																															0.096230			0.069979			2.899999		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000003	0.000013																									-3.022135	
 11 	 19																																															0.167433			0.000001			2.898797		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000015	0.000003																									-3.022135	
 11 	 20																																															0.167446			0.000001			2.898781		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000013	0.000003																									-3.022135	
 11 	 21																																															0.193997			0.000001			2.872217		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000005	0.000009																									-3.022135	
 11 	 22																																															0.233034			0.000001			2.833183		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000006	0.000008																									-3.022135	
 11 	 23																																															0.261052			0.000001			2.805165		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 11 	 24																																															0.283761			0.000001			2.782458		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 12 	 1																																															0.400000			0.395803			2.270415		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000008																									-3.022135	
 12 	 2																																															0.400000			0.395803			2.270415		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 12 	 3																																															0.400000			0.395803			2.270415		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 12 	 4																																															0.400000			0.395803			2.270416		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 12 	 5																																															0.400000			0.395802			2.270417		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 12 	 6																																															0.399984			0.000002			2.666231		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000008																									-3.022135	
 12 	 7																																															0.216687			0.000001			2.849535		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000009	0.000005																									-3.022135	
 12 	 8																																															0.400000			0.217021			2.449197		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000008																									-3.022135	
 12 	 9																																															0.400000			0.282191			2.384027		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 12 	 10																																															0.400000			0.184432			2.481786		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 12 	 11																																															0.400000			0.003506			2.662713		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 12 	 12																																															0.399999			0.000001			2.666218		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 12 	 13																																															0.400000			0.054089			2.612130		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 12 	 14																																															0.399999			0.000002			2.666217		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 12 	 15																																															0.388129			0.000001			2.678089		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 12 	 16																																															0.374921			0.000001			2.691297		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 12 	 17																																															0.375096			0.000001			2.691121		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 12 	 18																																															0.400000			0.184431			2.481788		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 12 	 19																																															0.400000			0.395786			2.270432		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 12 	 20																																															0.399999			0.000004			2.666215		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 12 	 21																																															0.357804			0.000001			2.708414		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 12 	 22																																															0.218252			0.000001			2.847965		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 12 	 23																																															0.240171			0.000001			2.826047		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000007	0.000007																									-3.022135	
 12 	 24																																															0.267239			0.000001			2.798979		0.000000																																																							-0.044084												-0.000000												-0.000000																																					-0.000008	0.000007																									-3.022135	
