,en
2034.5,2.35318348453004
2034.6,2.35572682043544
2034.7,2.35811774840774
2034.8,2.36037368752352
2034.9,2.36251065841241
2035,2.36454324590844
2035.1,2.36648461157994
2035.2,2.36834653427779
2035.3,2.37013946910263
2035.4,2.37187261927858
2035.5,2.37355401700272
2035.6,2.37520257498665
2035.7,2.37687946721764
2035.8,2.37864226576331
2035.9,2.38052937374592
2036,2.3825597442333
2036.1,2.38473431287928
2036.2,2.38703864639189
2036.3,2.38944642068084
2036.4,2.39192338563714
2036.5,2.39443149519914
2036.6,2.39693292019389
2036.7,2.39939406786517
2036.8,2.40178804760207
2036.9,2.40409421324432
2037,2.40629719425034
2037.1,2.40838596092581
2037.2,2.41035294986531
2037.3,2.41219325782537
2037.4,2.41390390496868
2037.5,2.41548316447901
2037.6,2.41692995305098
2037.7,2.41824327504261
2037.8,2.41942171187724
2037.9,2.42046294746478
2038,2.42136331989552
2038.1,2.42211738938197
2038.2,2.42271751233
2038.3,2.4231534114671
2038.4,2.42341173210098
2038.5,2.4234755747943
2038.6,2.42332399506007
2038.7,2.4229321948952
2038.8,2.42227822091437
2038.9,2.4213507583848
2039,2.42015239020444
2039.1,2.41870219424926
2039.2,2.41703782123675
2039.3,2.41521679887728
2039.4,2.41331682000966
2039.5,2.41143478979406
2039.6,2.40968442996546
2039.7,2.40818194832134
2039.8,2.40695916739699
2039.9,2.40600000580292
2040,2.40528590931983
2040.1,2.4047971261189
2040.2,2.40451332024191
2040.3,2.40441404984735
2040.4,2.40447915297473
2040.5,2.40468905849746
2040.6,2.40502503178313
2040.7,2.40547143554127
2040.8,2.40607668876072
2040.9,2.40694602201813
2041,2.40815561050138
2041.1,2.40974638036685
2041.2,2.41172578031152
2041.3,2.41407180903098
2041.4,2.41673853902737
2041.5,2.4196624848742
2041.6,2.42276923892637
2041.7,2.42597987013917
2041.8,2.42921726938188
2041.9,2.43241471538156
2042,2.43551931310344
2042.1,2.43849042336288
2042.2,2.44129786012899
2042.3,2.44392019910225
2042.4,2.44634321875195
2042.5,2.44855847877664
2042.6,2.45056203305601
2042.7,2.452353269707
2042.8,2.45393386811037
2042.9,2.45530686106798
2043,2.45647578928114
2043.1,2.45744393493423
2043.2,2.45821362120978
2043.3,2.45878556496226
2043.4,2.45915827046934
2043.5,2.4593274531062
2043.6,2.45928548290557
2043.7,2.45902083923965
2043.8,2.45851759319139
2043.9,2.45775693774625
2044,2.45672418154006
2044.1,2.45541380129423
2044.2,2.45383266386012
2044.3,2.45200269009928
2044.4,2.4499627588071
2044.5,2.44776965928819
2044.6,2.44549793040252
2044.7,2.44323844564726
2044.8,2.44109545393461
2044.9,2.43914941227159
2045,2.43740551518186
2045.1,2.43585514530162
2045.2,2.43448751672292
2045.3,2.4332904417048
2045.4,2.43225085326243
2045.5,2.43135520883486
2045.6,2.43058981888253
2045.7,2.42994111716239
2045.8,2.42939588069821
2045.9,2.42895967550382
2046,2.42873709377371
2046.1,2.42884237878065
2046.2,2.42935589545819
2046.3,2.4303246392673
2046.4,2.4317644341134
2046.5,2.43366324270581
2046.6,2.43598522895672
2046.7,2.43867524935672
2046.8,2.44166347329388
2046.9,2.44486992737978
2047,2.44821240709486
2047.1,2.45161869132607
2047.2,2.45502896581197
2047.3,2.45839479611834
2047.4,2.46167800642278
2047.5,2.46484954363485
2047.6,2.46788835821754
2047.7,2.47078032200736
2047.8,2.47351719608364
2047.9,2.47609565635455
2048,2.47851638032286
2048.1,2.48078319519146
2048.2,2.48290228491083
2048.3,2.48488145184244
2048.4,2.48672942731427
2048.5,2.48845522438451
2048.6,2.49006752552736
2048.7,2.49157409763682
2048.8,2.49298122665047
2048.9,2.49429316417096
2049,2.49551142281418
2049.1,2.49663256671162
2049.2,2.49764758272903
2049.3,2.49854452975612
2049.4,2.49931138951117
2049.5,2.49993856682512
2049.6,2.50042084721213
2049.7,2.50075864376661
2049.8,2.50095835185078
2049.9,2.50103171415907
2050,2.50099406030522
2050.1,2.50086008982286
2050.2,2.50064252520662
2050.3,2.50035298954885
2050.4,2.50000198196146
2050.5,2.49959888885147
2050.6,2.49915202105968
2050.7,2.49866866578887
2050.8,2.49815514817982
2050.9,2.49761689929366
2051,2.49705852803333
2051.1,2.49648389498213
2051.2,2.49589618647356
2051.3,2.49529798749952
2051.4,2.49469135232695
2051.5,2.49407787193273
2051.6,2.49345873758145
2051.7,2.49283480006133
2051.8,2.49220662426096
2051.9,2.49157453891268
2052,2.49093868145118
